true_numeric,true_name,pred_numeric,pred_name,test_accuracy,test_balanced_accuracy,test_f1_macro,test_top_3_accuracy,test_top_5_accuracy
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
7,Cicadas,7,Cicadas,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
4,Brush cutter,4,Brush cutter,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
11,Fireworks,11,Fireworks,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
37,saw,30,drill,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
3,Birds,3,Birds,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
11,Fireworks,11,Fireworks,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
29,car truck idling,7,Cicadas,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
1,Alarms,7,Cicadas,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,2,Bells,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
5,Cat fights and moans,5,Cat fights and moans,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
2,Bells,2,Bells,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
12,Glass breaking,12,Glass breaking,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
9,Crows,9,Crows,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
0,Airplanes,0,Airplanes,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
14,Helicopters,0,Airplanes,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
28,car pass-by,24,Train,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,11,Fireworks,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
34,jackhammer,30,drill,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
29,car truck idling,7,Cicadas,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
32,grinder,32,grinder,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
28,car pass-by,28,car pass-by,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
2,Bells,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
13,Gunshot,13,Gunshot,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
19,Music,19,Music,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
11,Fireworks,11,Fireworks,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
25,Voices,25,Voices,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
12,Glass breaking,12,Glass breaking,0.8158415841584158,0.635803084772125,0.6035089700128756,0.9346534653465347,0.9623762376237623
